IAST_normalized,ASCII
svaryam,svaryam
śvāsaḥ,shvaasah
śvāsaharaḥ,shvaasaharah
śvasanā,shvasanaa
svasañjñā,svasanjnaa
śvāsavahānāḍī,shvaasavahaanaadii
svasthaḥ,svasthah
svasthasyorjaskaram,svasthasyorjaskaram
svasthavṛttaḥ,svasthavrittah
svasthavṛttahitam,svasthavrittahitam
svāsthyam,svaasthyam
svastikabandhaḥ,svastikabandhah
svastikayantram,svastikayantram
svastyayanam,svastyayanam
svatantra,svatantra
svatantra,svatantra
śvayathughnaḥ,shvayathughnah
śvayathuḥ,shvayathuh
śvayathuharaḥ,shvayathuharah
svedaḥ,svedah
svedajaḥ,svedajah
svedajananam,svedajananam
svedakṣayaḥ,svedakshayah
svedana,svedana
svedana_apacāraḥ,svedana_apacaarah
svedana_atiyogaḥ,svedana_atiyogah
svedana_ayogaḥ,svedana_ayogah
svedanakarma_(vraṇacikitsā),svedanakarma_(vranacikitsaa)
svedanam,svedanam
svedāpanayanaḥ,svedaapanayanah
svedavahasrotoduṣṭiḥ,svedavahasrotodushtih
svedavaiṣamyam,svedavaishamyam
svedavṛddhiḥ,svedavriddhih
śvetā,shvetaa
śvetamaṇḍalam,shvetamandalam
śvitraḥ,shvitrah
śyāva_vartma,shyaava_vartma
śyāvadantakaḥ,shyaavadantakah
tācchilyam,taacchilyam
tāḍāgam,taadaagam
tadvidyasambhāṣā,tadvidyasambhaashaa
"tadvidyasaṃbhāṣā,","tadvidyasambhaashaa,"
taila_vartikā,taila_vartikaa
tailadhārā,tailadhaaraa
tailam_(vraṇacikitsā),tailam_(vranacikitsaa)
tailamūrcchanam,tailamuurcchanam
tailapāyanā,tailapaayanaa
tailasevana_atiyogaḥ,tailasevana_atiyogah
takradhārā,takradhaaraa
takrakūrcikā,takrakuurcikaa
takram,takram
talahṛdayam_(marma),talahridayam_(marma)
talam,talam
talaṁ,talaṁ
tālayantram,taalayantram
tālu,taalu
tālu_arbudaḥ,taalu_arbudah
tāludeśaḥ,taaludeshah
tālugatarogaḥ,taalugatarogah
tālukaṇṭakaḥ,taalukantakah
tālumāṃsam,taalumaamsam
tālumūlam,taalumuulam
tālupākaḥ,taalupaakah
tālupiḍakā,taalupidakaa
tālupradeśaḥ,taalupradeshah
tālupuppuṭaḥ,taalupupputah
tālusaṃhatiḥ,taalusamhatih
tāluśoṣaḥ,taalushoshah
tāluśothaḥ,taalushothah
tāluvidradhiḥ,taaluvidradhih
tālvasthi,taalvasthi
tamaḥ,tamah
tamakaśvāsaḥ,tamakashvaasah
tāmasakāyaḥ,taamasakaayah
tāmasarogaḥ,taamasarogah
tāmrā,taamraa
tāmram,taamram
tandrā,tandraa
ṭaṅkaṇam,tankanam
tanmātrā,tanmaatraa
tantram,tantram
tantram,tantram
tantrayuktiḥ,tantrayuktih
tanuḥ,tanuh
tanurasaḥ,tanurasah
tanuretodoṣaḥ,tanuretodoshah
tāpasvedaḥ,taapasvedah
tārakā,taarakaa
tarjani,tarjani
tarkaḥ,tarkah
tārkṣyam,taarkshyam
tarpaka_kaphaḥ,tarpaka_kaphah
tarpaṇa_apacāraḥ,tarpana_apacaarah
tarpaṇahīnayogaḥ,tarpanahiinayogah
tarpaṇātiyogaḥ,tarpanaatiyogah
taruṇāsthi,tarunaasthi
tauṣāram,taushaaram
Tejaḥ,tejah
tejojalam,tejojalam
tejojalāśrita_bāhya_paṭalam,tejojalaashrita_baahya_patalam
tīkṣṇadhūmapānam,tiikshnadhuumapaanam
tīkṣṇāgniḥ,tiikshnaagnih
tīkṣṇāgniḥ,tiikshnaagnih
tīkṣṇaḥ,tiikshnah
tikta_rasaḥ,tikta_rasah
tiktarasātiyogaḥ,tiktarasaatiyogah
tiktaskandhaḥ,tiktaskandhah
tilakālakaḥ,tilakaalakah
tilakālakaḥ,tilakaalakah
tilakam,tilakam
tilam,tilam
timira_vamanasya_vyāpadaḥ,timira_vamanasya_vyaapadah
tiryak_chedaḥ,tiryak_chedah
tiryak_pātanam,tiryak_paatanam
tiryakakṣipta_sandhimuktam,tiryakakshipta_sandhimuktam
tiryakpātanayantram,tiryakpaatanayantram
tolā,tolaa
trayopastambhaḥ,trayopastambhah
tridoṣaḥ,tridoshah
tridoṣajamasūrikā,tridoshajamasuurikaa
ṭridoṣajaprakṛtiḥ,tridoshajaprakritih
tridoṣajatṛṣṇā,tridoshajatrishnaa
triguṇāḥ,trigunaah
trikam,trikam
trikūrcakaśastram,trikuurcakashastram
trimarma,trimarma
triskandhaḥ,triskandhah
trisūtrāyurvedaḥ,trisuutraayurvedah
trividha_kukṣiḥ,trividha_kukshih
trividha_śārīrika_rogaḥ,trividha_shaariirika_rogah
trividhahetuḥ,trividhahetuh
trividhaparīkṣā,trividhapariikshaa
tṛṇakāntaḥ,trinakaantah
tṛṣṇā,trishnaa
tṛṣṇā,trishnaa
tṛṣṇā,trishnaa
tṛṣṇānirodhajadāhaḥ,trishnaanirodhajadaahah
tṛṣṇāpūrvarūpam,trishnaapuurvaruupam
tṝṣṇārtasya_nasya_vyāpadaḥ,trrishnaartasya_nasya_vyaapadah
tṛṣṇāvegarodhaḥ,trishnaavegarodhah
tṛtīya_madaḥ,tritiiya_madah
tṛtīyakaviṣamajvaraḥ,tritiiyakavishamajvarah
tṛtīyamāsa_garbhaḥ,tritiiyamaasa_garbhah
tṛtīyapaṭalagata_doṣaḥ,tritiiyapatalagata_doshah
tulā,tulaa
tuṇḍikerī,tundikerii
tūnī,tuunii
Tunnasevanī,tunnasevanii
tunnasevanī,tunnasevanii
tuṣāmbuḥ,tushaambuh
tuttha_dagdhaḥ,tuttha_dagdhah
tutthaḥ,tutthah
tuvaraḥ,tuvarah
tvaggata_śalyaḥ,tvaggata_shalyah
tvaggatakuṣṭhaḥ,tvaggatakushthah
tvagindriyam,tvagindriyam
tvak,tvak
tvak_sāraḥ,tvak_saarah
tvak_viṣaḥ,tvak_vishah
tvakgatamasūrikā,tvakgatamasuurikaa
tvakgatavātaḥ,tvakgatavaatah
tvakpākaḥ,tvakpaakah
ubhayahetuḥ,ubhayahetuh
ubhayārthakāricikitsā,ubhayaarthakaaricikitsaa
ucchvāsaḥ,ucchvaasah
ucchvāsamārgaḥ,ucchvaasamaargah
udāharaṇam,udaaharanam
udakadharā,udakadharaa
udakakumbhasthāpana,udakakumbhasthāpana
udakamehaḥ,udakamehah
udakapāyanā,udakapaayanaa
udakavahasrotas,udakavahasrotas
udakavahasrotoduṣṭiḥ,udakavahasrotodushtih
udakavahasrotoviddhaḥ,udakavahasrotoviddhah
udānaḥ,udaanah
udānavātakopaḥ,udaanavaatakopah
udarādaḥ,udaraadah
udaram,udaram
Udaramarma,udaramarma
udarapārśvam,udarapaarshvam
udararogaḥ,udararogah
udardaḥ,udardah
udaroraḥsandhānam,udarorahsandhaanam
udaśvit,udashvit
udāvartā_vamanasya_vyāpadaḥ,udaavartaa_vamanasya_vyaapadah
udāvartaḥ,udaavartah
udbhijaḥ,udbhijah
uddeśaḥ,uddeshah
uddhāraḥ,uddhaarah
uddharaṇakarma,uddharanakarma
udgāragrahaḥ,udgaaragrahah
udgāranigrahaja_udāvartaḥ,udgaaranigrahaja_udaavartah
udgharṣaṇam,udgharshanam
udumbarakuṣṭhaḥ,udumbarakushthah
udvartanam,udvartanam
ūhaḥ,uuhah
ūhyam,uuhyam
ukhā,ukhaa
ulūkhalasandhiḥ,uluukhalasandhih
ulvam,ulvam
uṇḍukaḥ,undukah
unmādaḥ,unmaadah
unmardanam,unmardanam
unmārgagāmībhagandaraḥ,unmaargagaamiibhagandarah
unmathakaḥ,unmathakah
unmathanakarma,unmathanakarma
unmeṣaḥ,unmeshah
Unmeṣiṇīsirā,unmeshiniisiraa
unnamanakarma,unnamanakarma
upacayaḥ,upacayah
upadaṃśaḥ,upadamshah
upadeśaḥ,upadeshah
upadhānam_(viṣopakramaḥ),upadhaanam_(vishopakramah)
upadhātuḥ,upadhaatuh
upadrava,upadrava
upadravaḥ,upadravah
upadravaroga,upadravaroga
upadravavirecanavyāpat,upadravavirecanavyaapat
upahāraḥ,upahaarah
upajihvikā,upajihvikaa
upajihvikā,upajihvikaa
upakramaḥ,upakramah
upakuśaḥ,upakushah
upālambhaḥ,upaalambhah
upamānaḥ,upamaanah
upanāhaḥ,upanaahah
upanāhakarma,upanaahakarma
upanāhakarma_(vraṇacikitsā),upanaahakarma_(vranacikitsaa)
upanakha,upanakha
upanakham,upanakham
upanāsikā_sirā,upanaasikaa_siraa
upanayaḥ,upanayah
upāṅgaḥ,upaangah
uparasaḥ,uparasah
uparatnam,uparatnam
upaśayabhedaḥ,upashayabhedah
upaśayaḥ,upashayah
upasthaḥ,upasthah
upasthātā,upasthaataa
upasthitagarbhaḥ,upasthitagarbhah
upasthitaprasavaḥ,upasthitaprasavah
upavāsaḥ,upavaasah
upaveśanasaṁskāraḥ,upaveshanasaṁskaarah
upaviṣam,upavisham
upāyaḥ,upaayah
upāyaḥ,upaayah
upayantram,upayantram
uraḥ,urah
uraḥkoṣṭhaḥ,urahkoshthah
uraḥkṣatajanyarājayakṣmā,urahkshatajanyaraajayakshmaa
uraḥphalakaḥ,urahphalakah
ūrdhvabhāgahara_karma,uurdhvabhaagahara_karma
ūrdhvadantapaṅktiḥ,uurdhvadantapanktih
ūrdhvaga_amlapittam,uurdhvaga_amlapittam
ūrdhvagaraktapitta_vamanasya_vyāpadaḥ,uurdhvagaraktapitta_vamanasya_vyaapadah
ūrdhvajatru,uurdhvajatru
ūrdhvakāyaḥ,uurdhvakaayah
urdhvāṅgacikitsā,urdhvaangacikitsaa
ūrdhvāṅgacikitsā,uurdhvaangacikitsaa
ūrdhvāṅgam,uurdhvaangam
ūrdhvapātanam,uurdhvapaatanam
ūrdhvaśvāsaḥ,uurdhvashvaasah
ūrdhvatābastivyāpat,uurdhvataabastivyaapat
ūrdhvatrikam,uurdhvatrikam
ūrdhvavātaḥ,uurdhvavaatah
ūrdhvavātāsthāpitānuvāsita_vamanasya_vyāpadaḥ,uurdhvavaataasthaapitaanuvaasita_vamanasya_vyaapadah
ūrjaskaraḥ,uurjaskarah
urogrīvam,urogriivam
Uromarma,uromarma
ūru,uuru
ūrumūlam,uurumuulam
ūrumūlam,uurumuulam
ūrunalakam,uurunalakam
ūrupiṇḍikā,uurupindikaa
ūrusandhiḥ,uurusandhih
ūrustambhaḥ,uurustambhah
ūrvasthi,uurvasthi
ūrvī_(marma),uurvii_(marma)
ūrvīsirā,uurviisiraa
ūṣaṇaḥ,uushanah
uṣṇaḥ,ushnah
uṣṇajala_śiraḥsnānaḥ,ushnajala_shirahsnaanah
uṣṇamārutaḥ,ushnamaarutah
uṣṇasadanam,ushnasadanam
uṣṇavātaḥ,ushnavaatah
uṣṇavīrya_dravyātiyogaḥ,ushnaviirya_dravyaatiyogah
uṣṇodakamukhapariṣekaḥ,uṣṇodakamukhapariṣekah
uṣṭragrīvabhagandaraḥ,ushtragriivabhagandarah
utkārikākarma_(vraṇacikitsā),utkaarikaakarma_(vranacikitsaa)
utkartanam_(viṣopakramaḥ),utkartanam_(vishopakramah)
utkliṣṭadoṣamandāgneḥ_āsthāpanasya_vyāpadaḥ,utklishtadoshamandaagneh_aasthaapanasya_vyaapadah
utkṣepaḥ_(marma),utkshepah_(marma)
utpādakahetuḥ,utpaadakahetuh
utpalabhedakaḥ,utpalabhedakah
utpalaśastram,utpalashastram
utpātaḥ,utpaatah
utpiṣṭa_sandhimuktam,utpishta_sandhimuktam
utsādanakarma,utsaadanakarma
utsādanam,utsaadanam
utsāhaḥ,utsaahah
utsaṅginī,utsanginii
uttamā,uttamaa
uttamāṅgacikitsā,uttamaangacikitsaa
uttamāṅgam,uttamaangam
uttamaśuddhiḥ,uttamashuddhih
uttāna_vātaraktam,uttaana_vaataraktam
uttarabasti,uttarabasti
uttarabastiḥ,uttarabastih
uttarabastikarma_(vraṇacikitsā),uttarabastikarma_(vranacikitsaa)
uttaradantaḥ,uttaradantah
uttarādhara_vibhāgaḥ,uttaraadhara_vibhaagah
uttaragudam,uttaragudam
uttaram,uttaram
uttarauṣṭhaḥ,uttaraushthah
utthāpanam,utthaapanam
vādaḥ,vaadah
vādamārgaḥ,vaadamaargah
vadanam,vadanam
vadanāntaram,vadanaantaram
vāgindriyam,vaagindriyam
vāhi,vaahi
vahnijāraḥ,vahnijaarah
vaidalavargaḥ,vaidalavargah
vaidūryam,vaiduuryam
vaiḍūryam,vaiduuryam
vaidyaḥ,vaidyah
vaikalyakaramarma,vaikalyakaramarma
vaikrāntam,vaikraantam
vaikṛtadoṣaḥ,vaikritadoshah
vaikṛtāpahakarma_(vraṇacikitsā),vaikritaapahakarma_(vranacikitsaa)
vairecanikadhūmapānam,vairecanikadhuumapaanam
vaiśeṣikaguṇāḥ,vaisheshikagunaah
vaitaraṇabastiḥ,vaitaranabastih
vājīkaraṇacikitsā,vaajiikaranacikitsaa
vājīkaraṇacikitsā,vājīkaraṇacikitsā
vājīkaraṇam,vaajiikaranam
vajra,vajra
vāk_siddhiḥ,vaak_siddhih
vakrī,vakrii
vakṣaḥ,vakshah
vakṣasthalam,vakshasthalam
vaktram,vaktram
vākyadoṣaḥ,vaakyadoshah
vākyapraśaṃsā,vaakyaprashamsaa
vākyaśeṣaḥ,vaakyasheshah
valayaḥ,valayah
valayāsthi,valayaasthi
valiḥ,valih
valkam,valkam
vallīkarṇaḥ,valliikarnah
vallūrakaḥ,valluurakah
valmīkaḥ,valmiikah
vālukāyantram,vaalukaayantram
vāmakadhūmapānam,vaamakadhuumapaanam
vamana_apacāraḥ,vamana_apacaarah
vamana_atiyogaḥ,vamana_atiyogah
vamana_ayogaḥ,vamana_ayogah
vamana_karma,vamana_karma
vamana_vyāpadaḥ,vamana_vyaapadah
vamanakarma,vamanakarma
vamanakarma,vamanakarma
vamanakarma_(vraṇacikitsā),vamanakarma_(vranacikitsaa)
vamanam_(viṣopakramaḥ),vamanam_(vishopakramah)
vamanamithyāyogaḥ,vamanamithyaayogah
vamitaviriktayostu_āsthāpanasya_vyāpadaḥ,vamitaviriktayostu_aasthaapanasya_vyaapadah
vanaspatiḥ,vanaspatih
vānaspatya,vaanaspatya
vānaspatyakāyaḥ,vaanaspatyakaayah
vaṅgam,vangam
vaṅkṣaṇaḥ,vankshanah
vaṅkṣaṇasandhiḥ,vankshanasandhih
vanopalā,vanopalaa
vanotpalā,vanotpalaa
vanyopalā,vanyopalaa
vapā,vapaa
vapāvahanam,vapaavahanam
vapuḥ,vapuh
vāpyam,vaapyam
varāhadaṃṣṭrakaḥ,varaahadamshtrakah
varāhapuṭaḥ,varaahaputah
vāraṇam,vaaranam
vārdhakyajanyarājayakṣmā,vaardhakyajanyaraajayakshmaa
vārdhakyam,vaardhakyam
vardhanaḥ,vardhanah
vāritara,vaaritara
varṇyaḥ,varnyah
varṇyalepaḥ,varnyalepah
vartalauham,vartalauham
vartalohaḥ,vartalohah
vartanakarma,vartanakarma
vartiḥ,vartih
vartiḥ_(vraṇacikitsā),vartih_(vranacikitsaa)
vartma,vartma
vartma_rogaḥ,vartma_rogah
vartma_śukla_sandhiḥ,vartma_shukla_sandhih
vartmagata_raktārśaḥ,vartmagata_raktaarshah
vartmakardamaḥ,vartmakardamah
vartmamaṇḍalam,vartmamandalam
vartmapaṭalam,vartmapatalam
vartmārbudaḥ,vartmaarbudah
vartmasandhiḥ,vartmasandhih
vartmaśarkarā,vartmasharkaraa
vartmāvabandhakaḥ,vartmaavabandhakah
vāruṇakāyaḥ,vaarunakaayah
vasā,vasaa
vasāmehaḥ,vasaamehah
vāsanam,vaasanam
vaśī,vashii
vastiḥ,vastih
vastikukṣiḥ,vastikukshih
vastimukham,vastimukham
vastimūrdhā,vastimuurdhaa
vastiśiraḥ,vastishirah
vāta_karma,vaata_karma
vata_śamanam,vata_shamanam
vātabalāsakajvaraḥ,vaatabalaasakajvarah
vātabastiḥ,vaatabastih
vātābhiṣyandaḥ,vaataabhishyandah
vātaduṣṭaraktaḥ,vaatadushtaraktah
vātaḥ,vaatah
vātāhata_vartma,vaataahata_vartma
vātaja_grahaṇīroga,vaataja_grahaniiroga
vātaja_adhimanthaḥ,vaataja_adhimanthah
vātaja_apasmāraḥ,vaataja_apasmaarah
vātaja_arocakaḥ,vaataja_arocakah
vātaja_aśmarī,vaataja_ashmarii
vataja_atisāraḥ,vataja_atisaarah
vātaja_galagaṇḍaḥ,vaataja_galagandah
vātaja_oṣṭhaprakopaḥ,vaataja_oshthaprakopah
vātaja_pratiśyāyaḥ,vaataja_pratishyaayah
vātaja_śirorogaḥ,vaataja_shirorogah
vātaja_udararogaḥ,vaataja_udararogah
vātaja_upadaṃśaḥ,vaataja_upadamshah
vātaja_vṛddhiḥ,vaataja_vriddhih
vātaja_yonirogaḥ,vaataja_yonirogah
vātajabhagandaraḥ,vaatajabhagandarah
vātajacaturthakajvaraḥ,vaatajacaturthakajvarah
vātajachardiḥ,vaatajachardih
vātajadantanāḍī,vaatajadantanaadii
vātajagranthiḥ,vaatajagranthih
vātajagulmaḥ,vaatajagulmah
vātajahṛdrogaḥ,vaatajahridrogah
vātajājīrṇam,vaatajaajiirnam
vātajakarṇarogaḥ,vaatajakarnarogah
vātajakarṇaśūlam,vaatajakarnashuulam
vātajakāsaḥ,vaatajakaasah
vātajakṣīradoṣaḥ,vaatajakshiiradoshah
vātajamasūrikā,vaatajamasuurikaa
vātajamūrcchā,vaatajamuurcchaa
vātajamūtrakṛcchram,vaatajamuutrakricchram
vātajanāḍīvraṇaḥ,vaatajanaadiivranah
vātajanāsārśaḥ,vaatajanaasaarshah
vātajapāṇḍurogaḥ,vaatajapaandurogah
vātajapramehaḥ,vaatajapramehah
vātajaraktapittam,vaatajaraktapittam
vātajarohiṇī,vaatajarohinii
vātajārśaḥ,vaatajaarshah
vātajaślīpadaḥ,vaatajashliipadah
vātajaśophaḥ,vaatajashophah
vātajaśūlaḥ,vaatajashuulah
vātajasvarabhedaḥ,vaatajasvarabhedah
vātajatṛṣṇā,vaatajatrishnaa
vātajavidradhiḥ,vaatajavidradhih
vātajavisarpaḥ,vaatajavisarpah
vātajavisphoṭakaḥ,vaatajavisphotakah
vātajavraṇaḥ,vaatajavranah
vātajavraṇaśophaḥ,vaatajavranashophah
vātajonmādaḥ,vaatajonmaadah
vātajvaraḥ,vaatajvarah
vātakaṇṭakaḥ,vaatakantakah
vātakaphajavisarpaḥ,vaatakaphajavisarpah
vātakaphatṛtīyakajvaraḥ,vaatakaphatritiiyakajvarah
vātakhuḍḍatā,vaatakhuddataa
vātakōpanam,vaatakōpanam
vātakṣayaḥ,vaatakshayah
vātakuṇḍalikā,vaatakundalikaa
vātanigrahaja_udāvartaḥ,vaatanigrahaja_udaavartah
vātapaittikaśūlaḥ,vaatapaittikashuulah
vātaparyāyaḥ,vaataparyaayah
vātapittajajvaraḥ,vaatapittajajvarah
vātapittajavisarpaḥ,vaatapittajavisarpah
vātapittaprakṛtiḥ,vaatapittaprakritih
vātapittatṛtīyakajvaraḥ,vaatapittatritiiyakajvarah
vātaprakopaḥ,vaataprakopah
vātaprakṛtiḥ,vaataprakritih
vātaprasaraṇam,vaataprasaranam
vātaraktam,vaataraktam
vātasañcayaḥ,vaatasancayah
vātāśayaḥ,vaataashayah
vātāṣṭhīlā,vaataashthiilaa
vātāṣṭhīlā,vaataashthiilaa
vātaśūlavyāpat,vaatashuulavyaapat
vātātapikarasāyanam,vaataatapikarasaayanam
Vātavahā,vaatavahaa
vātavṛddhilakṣaṇam,vaatavriddhilakshanam
vātika_āmavātaḥ,vaatika_aamavaatah
vātika_amlapittam,vaatika_amlapittam
vātika_asṛgdaraḥ,vaatika_asrigdarah
vātika_liṅganāśaḥ,vaatika_linganaashah
Vātikajvarapūrvarūpam,vaatikajvarapuurvaruupam
vātikakuṣṭhaḥ,vaatikakushthah
vātikapariṇāmaśūlaḥ,vaatikaparinaamashuulah
vātikaraktaduṣṭiḥ,vaatikaraktadushtih
vātikaṣaṇḍaḥ,vaatikashandah
vātikayonikandaḥ,vaatikayonikandah
vāṭyaḥ,vaatyah
vāṭyamaṇḍaḥ,vaatyamandah
vayaḥ,vayah
vāyasatuṇḍasandhiḥ,vaayasatundasandhih
vayasthāpanam,vayasthaapanam
vāyavyarogaḥ,vaayavyarogah
vāyuḥ,vaayuh
vāyumārgaḥ,vaayumaargah
vedhyarogaḥ,vedhyarogah
vedinī,vedinii
vegaḥ,vegah
vegarodhajarājayakṣmā,vegarodhajaraajayakshmaa
vegāvarodhaḥ,vegaavarodhah
vellitakam,vellitakam
vepathuḥ,vepathuh
veśavāraḥ,veshavaarah
vetasapatraśastram,vetasapatrashastram
vibandhaḥ,vibandhah
vibandhavyāpat,vibandhavyaapat
vibhāgaḥ,vibhaagah
vibhraṃśaḥ_vamanavyāpat,vibhramshah_vamanavyaapat
vibhramśavirecanavyāpat,vibhramshavirecanavyaapat
vibhu,vibhu
vicāraḥ,vicaarah
vicāraṇāsnehaḥ,vicaaranaasnehah
vicarcikā,vicarcikaa
vicitrapratyayārabdhadravyaḥ,vicitrapratyayaarabdhadravyah
viḍ_vighātaḥ,vid_vighaatah
vidagdhājīrṇam,vidagdhaajiirnam
vidagdhāmlam,vidagdhaamlam
vidāhī,vidaahii
viḍalavaṇam,vidalavanam
vidārī,vidaarii
vidārikā,vidaarikaa
vidārikā_pramehapiḍakā,vidaarikaa_pramehapidakaa
viddhaḥ,viddhah
vidhānam,vidhaanam
vidhiḥ,vidhih
vidhiḥ,vidhih
vidhisamprāptiḥ,vidhisampraaptih
vidhurā_(marma),vidhuraa_(marma)
vidradhi_pramehapiḍakā,vidradhi_pramehapidakaa
vidradhiḥ,vidradhih
vidradhikā,vidradhikaa
vidradhiśūkarogaḥ,vidradhishuukarogah
vidrumam,vidrumam
vidyā,vidyaa
vidyā,vidyaa
vidyudaśanikṛtarogaḥ,vidyudashanikritarogah
vigṛhyasaṃbhāṣā,vigrihyasambhaashaa
vihāraḥ,vihaarah
vihāravaiṣamyam,vihaaravaishamyam
vijñānam,vijnaanam
vijñānam,vijnaanam
vikalpanam,vikalpanam
vikalpasamprāptiḥ,vikalpasampraaptih
vikāraḥ,vikaarah
vikāraḥ,vikaarah
vikarṣaṇakarma,vikarshanakarma
vikāśī,vikaashii
vikṛtiḥ,vikritih
vikṛtiviṣamasamavetasannipāta_jarogaḥ,vikritivishamasamavetasannipaata_jarogah
vilaṃghitadurbalendriyālpāgnini_rūḍha_virecanavyāpat,vilamghitadurbalendriyaalpaagnini_ruudha_virecanavyaapat
vilepī,vilepii
vimalam,vimalam
vimārgagamanam,vimaargagamanam
vimlāpanakarma,vimlaapanakarma
vimlāpanakarma_(vraṇacikitsā),vimlaapanakarma_(vranacikitsaa)
viṃśatiśastrāṇi,vimshatishastraani
vinamanakarma,vinamanakarma
vinatā_pramehapiḍakā,vinataa_pramehapidakaa
vinayaḥ,vinayah
vipādikā,vipaadikaa
vipākaḥ,vipaakah
vipakṣaḥ,vipakshah
viparītārthakārī,vipariitaarthakaarii
viparyayaḥ,viparyayah
viprakṛṣṭahetuḥ,viprakrishtahetuh
virecana_karma,virecana_karma
virecanadhūmapānam,virecanadhuumapaanam
virecanakarma,virecanakarma
virecanakarma,virecanakarma
virecanakarma_(vraṇacikitsā),virecanakarma_(vranacikitsaa)
virecanakarma_cikitsāpacāraḥ,virecanakarma_cikitsaapacaarah
virecanamithyāyogaḥ,virecanamithyaayogah
virecanātiyogaḥ,virecanaatiyogah
virecanavyāpat,virecanavyaapat
virecanāyogaḥ,virecanaayogah
virekam_(viṣopakramaḥ),virekam_(vishopakramah)
viriktasya_nasya_vyāpadaḥ,viriktasya_nasya_vyaapadah
viruddhāhāraḥ,viruddhaahaarah
viruddhāhāraḥ,viruddhaahaarah
viruddhānnabhojanam,viruddhaannabhojanam
viruddhānnam,viruddhaannam
vīrudha,viirudha
virūḍhādhakaḥ,viruudhaadhakah
virūḍhadhānāḥ,viruudhadhaanaah
vīryam,viiryam
vīryavāhinīsirāchedana_janyaklaibyam,viiryavaahiniisiraachedana_janyaklaibyam
viṣa_adhiṣṭhānam,visha_adhishthaanam
viṣacikitsā,vishacikitsaa
viśadaḥ,vishadah
viṣagaravairodhikacikitsā,vishagaravairodhikacikitsaa
viṣaghnalepaḥ,vishaghnalepah
viṣaghnam_(vraṇacikitsā),vishaghnam_(vranacikitsaa)
viṣaḥ,vishah
viṣahara_agadaḥ,vishahara_agadah
viṣajamūrcchā,vishajamuurcchaa
viṣajaśophaḥ,vishajashophah
viṣajonmādaḥ,vishajonmaadah
viṣakanyā,vishakanyaa
viśalyaghnamarma,vishalyaghnamarma
viṣam,visham
viṣamāgniḥ,vishamaagnih
viṣamāgniḥ,vishamaagnih
viṣamajvaraḥ,vishamajvarah
viṣamāśanajarājayakṣmā,vishamaashanajaraajayakshmaa
viṣamāśanam,vishamaashanam
viṣapradātā,vishapradaataa
visarjinī,visarjinii
visarpaḥ,visarpah
viṣasaṅkaṭam,vishasankatam
viṣavegāntaraḥ,vishavegaantarah
viṣayoniḥ,vishayonih
viśeṣam,vishesham
viśeṣapūrvarūpam,visheshapuurvaruupam
viśikhāntaram,vishikhaantaram
viśikhānupraveśaḥ,vishikhaanupraveshah
viśliṣṭa_sandhimuktam,vishlishta_sandhimuktam
viṣopakramaḥ,vishopakramah
visphoṭakaḥ,visphotakah
visphoṭakakuṣṭhaḥ,visphotakakushthah
visrāvaṇakarma,visraavanakarma
visrāvaṇakarma_(vraṇacikitsā),visraavanakarma_(vranacikitsaa)
viṣṭabdhājīrṇam,vishtabdhaajiirnam
visūcikā,visuucikaa
visūcikā_upadravaḥ,visuucikaa_upadravah
viśuṣkaśukram,vishushkashukram
viśvācī,vishvaacii
viṣyandaḥ,vishyandah
viṭ,vit
vitānabandhaḥ,vitaanabandhah
vitaṇḍā,vitandaa
viṭapaḥ_(marma),vitapah_(marma)
vitastiḥ,vitastih
vivāhasamskāra,vivaahasamskaara
vivaram,vivaram
vivaraṇakarma,vivaranakarma
vivarṇaretodoṣaḥ,vivarnaretodoshah
vivartanakarma,vivartanakarma
vivartita_sandhimuktam,vivartita_sandhimuktam
vivekaḥ,vivekah
vivṛtā,vivritaa
vivṛtadantaḥ,vivritadantah
vraṇa_apacāraḥ,vrana_apacaarah
vraṇa_ropaṇaḥ,vrana_ropanah
vraṇa_śodhanam,vrana_shodhanam
vraṇadhūpanam,vranadhuupanam
vraṇadhūpanam,vranadhuupanam
vraṇaḥ,vranah
vraṇajanyarājayakṣmā,vranajanyaraajayakshmaa
vraṇapācanakarma,vranapaacanakarma
vraṇaśophaḥ,vranashophah
vraṇaśophasyasaptopakramāḥ,vranashophasyasaptopakramaah
vraṇasyaṣaṣṭi_upakramāḥ,vranasyashashti_upakramaah
vraṇyaḥ,vranyah
vṛddhiḥ,vriddhih
vṛddhipatraśastram,vriddhipatrashastram
vrīhimukhaśastram,vriihimukhashastram
vṛkkā,vrikkaa
vṛkṣaḥ,vrikshah
vṛndaḥ,vrindah
vṛṣacikitsā,vrishacikitsaa
vṛṣaṇaḥ,vrishanah
vṛṣaṇakacchūḥ,vrishanakacchuuh
vṛṣatā,vrishataa
vṛścikaviṣaḥ,vrishcikavishah
vṛṣyaḥ,vrishyah
vṛṣyam,vrishyam
vṛttasnāyuḥ,vrittasnaayuh
vṛttikaraḥ,vrittikarah
vyabhicārihetuḥ,vyabhicaarihetuh
vyadhana_karma,vyadhana_karma
vyadhanavisrāvaṇakarma,vyadhanavisraavanakarma
vyādhibalavirodhitatvam,vyaadhibalavirodhitatvam
vyādhibhedaḥ,vyaadhibhedah
vyādhiḥ,vyaadhih
vyādhiharam,vyaadhiharam
vyādhihetuḥ,vyaadhihetuh
